Código Producto,Fecha,Ventas Actuales,Ventas Reales Futuras,Ventas Predichas,Precio Promedio,Frecuencia,Cluster,Error Absoluto ($),Error (%)
2521,2022-09-01,37.0,4.0,15.13,19000.0,19,0,11.13,278.21
2521,2022-09-01,150.0,37.0,23.85,7925.73,3,1,13.15,35.53
251,2022-09-01,133.0,65.0,52.64,30372.73,132,2,12.36,19.02
215,2022-09-01,6.0,24.0,11.89,89727.0,3,0,12.11,50.45
2246,2022-09-01,60.0,3.0,10.38,1248.09,3,1,7.38,246.02
1892,2022-09-01,4.0,63.0,28.55,3175.0,2,0,34.45,54.69
207,2022-09-01,3.0,21.0,12.25,160133.33,3,0,8.75,41.65
1943,2022-09-01,5.0,4.0,8.46,700.0,4,0,4.46,111.44
1943,2022-09-01,3.0,5.0,8.09,735.0,2,0,3.09,61.76
1929,2022-09-01,21.0,15.0,15.04,94387.14,7,0,0.04,0.23
181,2022-09-01,22.0,13.0,10.64,10622.73,22,0,2.36,18.16
1926,2022-09-01,24.0,2.0,8.03,8600.2,5,0,6.03,301.58
1819,2022-09-01,9.0,5.0,12.91,30840.78,2,0,7.91,158.24
915,2022-09-01,2.0,8.0,10.62,6300.0,1,0,2.62,32.8
915,2022-09-01,8.0,35.0,13.92,6250.0,4,0,21.08,60.23
1922,2022-09-01,1.0,2.0,10.1,13700.0,1,0,8.1,405.24
192,2022-09-01,191.0,6.0,19.17,9337.52,40,1,13.17,219.44
1819,2022-09-01,5.0,2.0,10.81,51275.0,4,0,8.81,440.47
182,2022-09-01,2.0,2.0,11.72,6150.0,2,0,9.72,485.88
1826,2022-09-01,24.0,1.0,10.32,84165.07,4,0,9.32,931.69
916,2022-09-01,7.0,7.0,12.47,9710.0,5,0,5.47,78.13
183,2022-09-01,8.0,1.0,9.89,2837.5,8,0,8.89,888.7
191,2022-09-01,4.0,24.0,8.97,6300.0,2,0,15.03,62.61
191,2022-09-01,4.0,4.0,9.63,6000.0,1,0,5.63,140.83
908,2022-09-01,2.0,11.0,10.03,47500.0,2,0,0.97,8.85
1863,2022-09-01,5.0,2.0,6.05,2100.0,5,0,4.05,202.48
2037,2022-09-01,2.0,2.0,10.92,13000.0,1,0,8.92,446.04
2052,2022-09-01,7.0,15.0,10.43,52142.86,7,0,4.57,30.46
207,2022-09-01,5.0,3.0,10.89,98655.25,5,0,7.89,263.09
906,2022-09-01,3.0,3.0,14.91,31000.0,3,0,11.91,396.92
2063,2022-09-01,5.0,5.0,9.04,24000.0,5,0,4.04,80.86
2063,2022-09-01,8.0,5.0,11.99,21000.0,4,0,6.99,139.85
906,2022-09-01,3.0,21.0,14.08,31100.0,3,0,6.92,32.96
2058,2022-09-01,13.0,23.0,11.5,15214.29,7,0,11.5,50.01
954,2022-09-01,8.0,17.0,15.37,140000.0,4,0,1.63,9.57
2052,2022-09-01,1.0,7.0,11.87,47250.0,1,0,4.87,69.56
181,2022-09-01,9.0,22.0,10.42,10222.22,9,0,11.58,52.62
1804,2022-09-01,2.0,1.0,10.72,139875.0,2,0,9.72,971.64
1804,2022-09-01,1.0,2.0,9.7,142400.0,1,0,7.7,384.77
950,2022-09-01,14.0,43.0,17.89,117465.16,5,0,25.11,58.39
950,2022-09-01,8.0,14.0,13.73,98007.65,3,0,0.27,1.93
907,2022-09-01,2.0,8.0,11.62,38875.0,2,0,3.62,45.22
907,2022-09-01,8.0,9.0,10.36,32257.14,7,0,1.36,15.08
2049,2022-09-01,26.0,14.0,11.72,13050.0,26,0,2.28,16.26
1908,2022-09-01,28.0,10.0,11.36,11547.33,7,0,1.36,13.58
1908,2022-09-01,9.0,28.0,20.36,14420.0,5,0,7.64,27.3
916,2022-09-01,7.0,13.0,13.93,10083.33,6,0,0.93,7.19
934,2022-09-01,1.0,6.0,10.94,13000.0,1,0,4.94,82.3
1891,2022-09-01,46.0,24.0,17.75,121494.02,18,0,6.25,26.06
1891,2022-09-01,4.0,46.0,17.45,106000.0,1,0,28.55,62.07
931,2022-09-01,168.0,52.0,55.01,61478.71,83,1,3.01,5.78
1890,2022-09-01,58.0,4.0,21.21,2700.0,19,1,17.21,430.3
947,2022-09-01,18.0,4.5,19.85,176277.89,9,0,15.35,341.08
1890,2022-09-01,55.0,58.0,35.14,2321.96,3,1,22.86,39.42
934,2022-09-01,2.0,1.0,10.53,12750.0,2,0,9.53,953.18
1888,2022-09-01,11.0,1.0,9.73,6000.0,5,0,8.73,873.35
1860,2022-09-01,30.0,5.0,11.84,16664.93,7,0,6.84,136.89
1862,2022-09-01,2.0,2.0,6.22,2562.5,2,0,4.22,211.1
1888,2022-09-01,6.0,11.0,13.13,5650.0,6,0,2.13,19.35
1873,2022-09-01,6.0,12.0,13.46,23200.0,1,0,1.46,12.14
187,2022-09-01,1.0,9.0,9.95,8400.0,1,0,0.95,10.58
187,2022-09-01,1.0,1.0,10.06,8400.0,1,0,9.06,905.96
939,2022-09-01,14.0,12.0,10.56,111500.0,8,0,1.44,12.03
936,2022-09-01,93.0,43.0,31.71,60671.05,76,1,11.29,26.25
1892,2022-09-01,1.0,4.0,14.56,3000.0,1,0,10.56,263.91
929,2022-09-01,120.0,17.0,25.52,136505.32,93,0,8.52,50.09
1902,2022-09-01,22.0,7.0,12.03,21100.0,15,0,5.03,71.86
919,2022-09-01,6.0,3.0,11.51,2380.0,5,0,8.51,283.82
1902,2022-09-01,21.0,22.0,17.26,3505.05,2,0,4.74,21.52
948,2022-09-01,2.0,1.0,10.63,214000.0,2,0,9.63,963.17
948,2022-09-01,5.0,2.0,13.45,93713.0,2,0,11.45,572.33
190,2022-09-01,16.0,8.0,11.35,8437.5,8,0,3.35,41.91
190,2022-09-01,4.0,16.0,14.83,8200.0,2,0,1.17,7.29
184,2022-09-01,3.0,6.0,8.92,3558.33,3,0,2.92,48.73
919,2022-09-01,2.0,6.0,10.43,2625.0,2,0,4.43,73.78
1897,2022-09-01,4.0,3.0,10.02,1900.0,2,0,7.02,234.17
1860,2022-09-01,26.0,30.0,14.49,14639.59,3,0,15.51,51.7
1897,2022-09-01,33.0,4.0,7.51,1877.18,5,1,3.51,87.75
184,2022-09-01,6.0,2.0,7.18,3700.0,6,0,5.18,258.93
1896,2022-09-01,38.0,6.0,15.89,2000.0,11,1,9.89,164.78
1896,2022-09-01,30.0,38.0,23.59,1640.2,5,1,14.41,37.92
1895,2022-09-01,100.0,8.0,13.91,1288.46,26,1,5.91,73.92
186,2022-09-01,90.0,2.0,14.22,6975.08,24,1,12.22,611.23
947,2022-09-01,4.5,9.0,14.46,223500.0,6,0,5.46,60.67
954,2022-09-01,17.0,10.0,13.91,94987.59,6,0,3.91,39.1
2031,2022-09-01,3.0,2.0,10.77,6454.02,2,0,8.77,438.62
1863,2022-09-01,3.0,5.0,7.56,2066.67,3,0,2.56,51.16
208,2022-09-01,7.0,6.0,12.81,136694.86,7,0,6.81,113.54
905,2022-09-01,3.0,24.0,18.31,28933.33,3,0,5.69,23.7
2137,2022-09-01,60.0,7.0,9.23,15187.94,17,0,2.23,31.88
2137,2022-09-01,2.0,60.0,19.7,15750.0,2,0,40.3,67.16
956,2022-09-01,57.5,66.0,62.78,144944.99,28,0,3.22,4.87
1800,2022-09-01,42.0,23.0,21.35,27644.15,4,0,1.65,7.16
1797,2022-09-01,10.0,9.0,13.77,68480.0,5,0,4.77,52.97
2136,2022-09-01,3.0,5.0,10.81,500.0,3,0,5.81,116.14
2136,2022-09-01,11.0,3.0,12.45,508.33,6,1,9.45,315.08
2113,2022-09-01,9.0,1.0,13.22,70000.0,9,0,12.22,1221.9
958,2022-09-01,8.0,72.5,50.56,141149.16,9,0,21.94,30.26
2113,2022-09-01,2.0,9.0,11.74,1.0,1,1,2.74,30.48
208,2022-09-01,6.0,34.0,14.98,158200.0,6,0,19.02,55.94
1802,2022-09-01,4.0,20.0,16.71,269750.0,4,0,3.29,16.47
1800,2022-09-01,5.0,42.0,24.68,28439.44,3,0,17.32,41.23
904,2022-09-01,15.0,6.0,10.59,26776.92,13,0,4.59,76.45
904,2022-09-01,3.0,15.0,11.84,27533.33,3,0,3.16,21.09
2112,2022-09-01,13.0,16.0,23.43,30850.0,4,0,7.43,46.45
2103,2022-09-01,57.0,8.0,14.57,503.0,47,1,6.57,82.14
2074,2022-09-01,4.0,18.0,14.51,1365.0,1,0,3.49,19.36
2089,2022-09-01,12.0,26.0,12.48,21915.5,10,0,13.52,52.01
957,2022-09-01,240.5,43.0,43.89,161772.18,112,1,0.89,2.07
1798,2022-09-01,33.0,2.0,14.03,138014.3,21,0,12.03,601.64
1798,2022-09-01,3.0,33.0,13.86,87100.38,1,0,19.14,58.0
2103,2022-09-01,7.0,57.0,35.41,365.86,3,1,21.59,37.87
905,2022-09-01,24.0,2.0,13.12,28666.67,15,0,11.12,556.2
1797,2022-09-01,9.0,10.0,15.49,56434.78,4,0,5.49,54.93
1796,2022-09-01,15.0,1.0,11.02,149258.19,7,0,10.02,1001.53
1803,2022-09-01,3.0,2.0,8.94,238850.0,2,0,6.94,347.01
2077,2022-09-01,8.0,1.0,10.68,11000.0,8,0,9.68,968.45
2149,2022-09-01,6.0,4.0,8.04,64314.14,1,0,4.04,101.11
1803,2022-09-01,4.0,3.0,8.75,147178.09,2,0,5.75,191.73
881,2022-09-01,7.0,2.0,7.14,2566.67,6,0,5.14,257.24
958,2022-09-01,72.5,11.0,14.45,155226.8,46,0,3.45,31.41
1802,2022-09-01,20.0,6.0,14.16,215400.0,20,0,8.16,135.95
2074,2022-09-01,18.0,10.0,14.09,1200.0,6,1,4.09,40.9
2077,2022-09-01,1.0,9.0,10.82,9800.0,1,0,1.82,20.24
2078,2022-09-01,6.0,13.0,10.03,6080.0,5,0,2.97,22.87
662,2022-08-01,12.0,6.0,14.78,11910.0,10,0,8.78,146.27
948,2022-08-01,1.5,9.0,12.84,110223.97,2,0,3.84,42.65
972,2022-08-01,3.5,6.0,11.28,191600.0,5,0,5.28,88.02
970,2022-08-01,6.0,8.0,11.21,73173.1,1,0,3.21,40.14
702,2022-08-01,14.0,5.0,9.29,4221.43,7,0,4.29,85.89
705,2022-08-01,3.0,17.0,16.47,3125.0,2,0,0.53,3.13
970,2022-08-01,11.0,6.0,13.45,75975.34,5,0,7.45,124.22
T8719,2022-08-01,2.0,6.0,21.53,50.0,1,1,15.53,258.9
T9567,2022-08-01,1.0,1.0,10.53,450.0,1,0,9.53,953.13
958,2022-08-01,5.5,59.0,40.8,115955.28,5,0,18.2,30.85
687,2022-08-01,2.0,36.0,12.22,15000.0,1,0,23.78,66.05
686,2022-08-01,22.0,48.0,18.89,16850.0,18,0,29.11,60.64
T8564,2022-08-01,7.0,1.0,14.81,200.0,5,1,13.81,1381.15
684,2022-08-01,13.0,2.0,12.8,18860.0,5,0,10.8,540.19
T9563,2022-08-01,6.0,41.0,25.92,250.0,3,1,15.08,36.78
627,2022-08-01,1.0,6.0,18.11,525.0,1,0,12.11,201.88
581,2022-08-01,28.0,2.0,13.56,37500.0,14,0,11.56,577.82
701,2022-08-01,33.0,3.0,12.68,4102.78,18,1,9.68,322.54
701,2022-08-01,3.0,33.0,20.7,3930.0,3,0,12.3,37.26
705,2022-08-01,17.0,2.0,8.0,3515.0,10,0,6.0,299.89
959,2022-08-01,12.0,10.0,18.1,143129.19,8,0,8.1,81.05
947,2022-08-01,30.0,18.0,12.34,221894.6,17,0,5.66,31.45
958,2022-08-01,59.0,8.0,13.71,155069.51,35,0,5.71,71.35
972,2022-08-01,4.0,3.5,9.64,242473.21,1,0,6.14,175.35
948,2022-08-01,9.0,5.0,9.15,184390.56,4,0,4.15,82.92
626,2022-08-01,7.0,5.0,12.15,544.4,5,0,7.15,143.01
971,2022-08-01,20.0,4.0,10.06,131144.0,8,0,6.06,151.57
666,2022-08-01,209.0,58.0,60.59,1302.19,178,2,2.59,4.47
704,2022-08-01,74.0,10.0,11.89,3051.04,48,1,1.89,18.86
704,2022-08-01,8.0,74.0,22.84,2517.86,7,0,51.16,69.13
571,2022-08-01,18.0,7.0,11.74,13160.0,15,0,4.74,67.68
620,2022-08-01,28.0,34.0,45.18,1419.0,7,1,11.18,32.87
971,2022-08-01,2.0,20.0,19.12,1.0,1,1,0.88,4.38
703,2022-08-01,150.0,9.0,11.83,391.58,2,1,2.83,31.44
571,2022-08-01,8.0,18.0,17.41,12784.0,5,0,0.59,3.3
626,2022-08-01,5.0,6.0,11.15,600.0,1,0,5.15,85.87
T7168,2022-08-01,5.0,18.0,17.38,300.0,5,0,0.62,3.45
T7169,2022-08-01,10.0,5.0,13.23,300.0,9,1,8.23,164.57
T9568,2022-08-01,48.0,6.0,7.71,300.0,18,1,1.71,28.43
620,2022-08-01,34.0,25.0,22.12,1500.0,33,1,2.88,11.54
T9568,2022-08-01,4.0,48.0,33.09,250.0,2,0,14.91,31.06
685,2022-08-01,32.0,45.0,20.57,19000.0,9,0,24.43,54.28
947,2022-08-01,5.5,30.0,25.31,178498.32,4,0,4.69,15.64
686,2022-08-01,3.0,22.0,16.99,18000.0,2,0,5.01,22.78
583,2022-08-01,46.0,3.0,9.96,39072.41,27,0,6.96,232.05
583,2022-08-01,17.0,46.0,19.11,16732.0,4,0,26.89,58.46
T7167,2022-08-01,36.0,68.0,32.5,200.0,17,1,35.5,52.21
T7167,2022-08-01,3.0,36.0,23.02,205.0,2,0,12.98,36.04
627,2022-08-01,6.0,18.0,7.94,500.0,3,0,10.06,55.86
T9563,2022-08-01,8.0,6.0,24.65,280.0,4,1,18.65,310.79
T8827,2022-08-01,4.0,11.0,14.94,210.0,1,0,3.94,35.86
960,2022-08-01,12.0,5.0,15.17,84989.21,5,0,10.17,203.34
956,2022-08-01,44.5,75.5,67.59,91146.67,11,0,7.91,10.47
961,2022-08-01,14.0,6.0,10.56,89839.11,4,0,4.56,76.06
T8729,2022-08-01,12.0,62.0,38.94,650.0,3,1,23.06,37.19
T8729,2022-08-01,62.0,12.0,14.58,700.0,14,1,2.58,21.53
956,2022-08-01,75.5,57.5,49.7,176026.09,54,0,7.8,13.57
681,2022-08-01,11.0,17.0,10.25,11572.73,11,0,6.75,39.72
681,2022-08-01,5.0,11.0,9.55,12340.0,5,0,1.45,13.17
697,2022-08-01,2.0,9.0,9.89,4700.0,2,0,0.89,9.91
T8851,2022-08-01,4.0,4.0,14.89,100.0,1,1,10.89,272.32
697,2022-08-01,164.0,2.0,10.13,477.61,2,1,8.13,406.64
574,2022-08-01,46.0,44.0,29.34,5463.5,16,1,14.66,33.31
574,2022-08-01,44.0,3.0,14.43,6895.65,23,1,11.43,381.06
964,2022-08-01,4.0,2.0,16.87,123749.29,1,0,14.87,743.43
696,2022-08-01,10.0,4.0,13.18,4600.0,8,0,9.18,229.45
T8731,2022-08-01,2.0,37.0,17.79,1000.0,2,0,19.21,51.92
575,2022-08-01,1.0,2.0,10.85,6300.0,1,0,8.85,442.62
T8720,2022-08-01,53.0,1.0,15.37,200.0,18,1,14.37,1436.94
T8731,2022-08-01,37.0,7.0,10.81,1100.0,19,1,3.81,54.43
696,2022-08-01,121.0,10.0,18.09,3385.87,4,1,8.09,80.89
T8850,2022-08-01,1.0,27.0,31.04,100.0,1,0,4.04,14.96
694,2022-08-01,96.0,39.0,37.4,4727.87,61,1,1.6,4.09
623,2022-08-01,25.0,46.0,47.99,1184.89,14,1,1.99,4.34
695,2022-08-01,72.0,49.0,42.27,5664.44,45,1,6.73,13.73
623,2022-08-01,46.0,28.0,29.01,1300.0,22,1,1.01,3.6
575,2022-08-01,2.0,1.0,16.25,6000.0,1,0,15.25,1524.72
695,2022-08-01,207.0,72.0,62.51,4149.72,10,1,9.49,13.18
T8827,2022-08-01,11.0,17.0,17.0,200.0,11,1,0.0,0.03
963,2022-08-01,10.0,1.0,7.96,180000.0,5,0,6.96,695.99
T8756,2022-08-01,2.0,4.0,12.49,750.0,1,0,8.49,212.27
T8756,2022-08-01,4.0,1.0,11.29,800.0,4,0,10.29,1028.74
963,2022-08-01,2.0,10.0,8.24,157500.0,1,0,1.76,17.56
577,2022-08-01,161.0,3.0,15.6,4440.3,37,1,12.6,420.01
T8871,2022-08-01,4.0,3.0,16.82,1760.0,3,0,13.82,460.78
966,2022-08-01,3.5,6.0,8.63,160763.25,3,0,2.63,43.87
T8728,2022-08-01,61.0,47.0,29.25,700.0,27,1,17.75,37.76
960,2022-08-01,5.0,6.0,10.93,131000.0,5,0,4.93,82.22
700,2022-08-01,111.0,7.0,43.78,3586.18,20,1,36.78,525.48
T9379,2022-08-01,40.0,10.0,12.38,1100.0,26,1,2.38,23.78
969,2022-08-01,25.0,6.0,11.37,115242.36,9,0,5.37,89.47
579,2022-08-01,2.0,2.0,9.52,4100.0,2,0,7.52,376.19
T8724,2022-08-01,1.0,19.0,19.0,150.0,1,0,0.0,0.01
T8724,2022-08-01,19.0,5.0,13.26,200.0,19,1,8.26,165.21
957,2022-08-01,71.0,54.0,50.7,162459.8,50,0,3.3,6.12
957,2022-08-01,73.0,71.0,66.41,110540.3,21,0,4.59,6.46
573,2022-08-01,52.0,4.0,9.68,6967.5,6,1,5.68,141.88
624,2022-08-01,25.0,29.0,32.06,700.0,21,1,3.06,10.56
699,2022-08-01,4.0,1.0,13.53,3700.0,4,0,12.53,1253.3
699,2022-08-01,83.0,4.0,15.41,3259.55,5,1,11.41,285.2
T9226,2022-08-01,3.0,79.0,40.16,250.0,1,0,38.84,49.17
T8726,2022-08-01,120.0,17.0,16.52,200.0,50,1,0.48,2.84
967,2022-08-01,1.5,7.5,18.44,166896.21,3,0,10.94,145.89
578,2022-08-01,9.0,2.0,11.11,8000.0,3,0,9.11,455.39
692,2022-08-01,109.0,58.0,31.1,5571.43,7,1,26.9,46.38
692,2022-08-01,58.0,14.0,20.88,6146.55,26,1,6.88,49.13
624,2022-08-01,518.0,25.0,32.06,629.9,10,1,7.06,28.23
950,2022-08-01,2.0,22.0,12.76,93085.79,2,0,9.24,42.01
T8871,2022-08-01,3.0,17.0,15.85,1700.0,3,0,1.15,6.76
698,2022-08-01,31.0,7.0,15.19,3533.33,12,1,8.19,117.01
T8727,2022-08-01,4.0,12.0,20.35,262.5,2,0,8.35,69.57
T8727,2022-08-01,12.0,3.0,12.45,300.0,11,1,9.45,314.95
698,2022-08-01,6.0,31.0,27.92,4000.0,4,0,3.08,9.93
622,2022-08-01,88.0,55.0,32.98,1800.94,18,1,22.02,40.04
673,2022-08-01,4.0,12.0,12.15,28000.0,2,0,0.15,1.27
950,2022-08-01,22.0,8.0,9.1,127615.38,13,0,1.1,13.71
969,2022-08-01,12.0,25.0,18.44,110904.82,5,0,6.56,26.26
T179,2022-08-01,118.0,48.0,46.43,400.0,24,1,1.57,3.27
T7161,2022-08-01,28.0,44.0,37.26,100.0,15,1,6.74,15.32
798,2022-08-01,65.0,4.0,15.41,3073.33,30,1,11.41,285.37
906,2022-08-01,128.0,4.0,11.15,14688.0,8,1,7.15,178.81
595,2022-08-01,46.0,2.0,12.3,7591.11,8,0,10.3,515.12
595,2022-08-01,2.0,7.0,12.18,10000.0,2,0,5.18,74.06
T6510,2022-08-01,4.0,6.0,13.64,300.0,4,0,7.64,127.35
T6510,2022-08-01,5.0,4.0,15.83,250.0,2,0,11.83,295.81
T131,2022-08-01,19.0,2.0,19.02,92.86,6,1,17.02,850.98
798,2022-08-01,7.0,65.0,39.57,3075.0,4,0,25.43,39.13
64,2022-08-01,1.0,4.0,8.51,95000.0,1,0,4.51,112.68
906,2022-08-01,4.0,3.0,12.31,31700.0,4,0,9.31,310.3
64,2022-08-01,2.0,1.0,9.35,90000.0,2,0,8.35,835.17
T132,2022-08-01,26.0,19.0,17.57,120.0,3,1,1.43,7.53
818,2022-08-01,106.0,3.0,26.94,888.0,5,1,23.94,798.09
T132,2022-08-01,19.0,18.0,15.67,100.0,9,1,2.33,12.94
634,2022-08-01,9.0,6.0,21.7,607.5,4,0,15.7,261.6
604,2022-08-01,7.0,4.0,9.19,2695.5,7,0,5.19,129.8
634,2022-08-01,6.0,22.0,16.66,500.0,3,0,5.34,24.29
T130,2022-08-01,6.0,10.0,14.5,125.0,2,1,4.5,45.0
T6519,2022-08-01,8.0,4.0,10.46,325.0,2,1,6.46,161.42
819,2022-08-01,11.0,9.0,13.51,1040.0,5,0,4.51,50.09
594,2022-08-01,3.0,10.0,12.93,20333.33,3,0,2.93,29.32
593,2022-08-01,3.0,2.0,11.41,24000.0,3,0,9.41,470.62
907,2022-08-01,6.0,2.0,9.94,33560.0,5,0,7.94,396.84
907,2022-08-01,2.0,6.0,10.89,32800.0,2,0,4.89,81.55
753,2022-08-01,1.0,3.0,13.55,600.0,1,0,10.55,351.81
593,2022-08-01,2.0,1.0,11.14,25300.0,1,0,10.14,1014.16
633,2022-08-01,320.0,11.0,19.64,900.0,25,1,8.64,78.56
T6521,2022-08-01,38.0,4.0,12.55,400.0,19,1,8.55,213.86
594,2022-08-01,10.0,3.0,10.19,21372.22,9,0,7.19,239.57
T6519,2022-08-01,4.0,27.0,17.52,300.0,4,0,9.48,35.11
T6521,2022-08-01,4.0,38.0,26.32,420.0,3,0,11.68,30.74
T6520,2022-08-01,3.0,2.0,10.38,400.0,3,0,8.38,418.89
791,2022-08-01,32.0,9.0,11.1,500.0,8,1,2.1,23.35
T6520,2022-08-01,2.0,3.0,24.46,400.0,1,0,21.46,715.2
644,2022-08-01,10.0,6.0,10.49,25080.0,10,0,4.49,74.9
644,2022-08-01,1.0,10.0,17.13,23500.0,1,0,7.13,71.29
959,2022-08-01,11.5,12.0,16.89,155290.54,3,0,4.89,40.73
819,2022-08-01,5.0,11.0,26.93,1025.0,2,0,15.93,144.84
T5315,2022-08-01,7.0,4.0,27.49,118.33,3,1,23.49,587.33
605,2022-08-01,36.0,1.0,9.9,2636.43,7,1,8.9,890.25
879,2022-08-01,3.0,1.0,9.21,3266.67,3,0,8.21,820.71
636,2022-08-01,3.0,9.0,9.81,7266.67,3,0,0.81,9.03
601,2022-08-01,8.0,1.0,9.88,13200.0,8,0,8.88,888.29
T240,2022-08-01,22.0,18.0,12.76,600.0,5,1,5.24,29.14
T171,2022-08-01,189.0,30.0,22.67,206.25,56,1,7.33,24.43
879,2022-08-01,1.0,3.0,8.27,6000.0,1,0,5.27,175.77
T232,2022-08-01,76.0,10.0,16.21,500.0,28,1,6.21,62.06
T232,2022-08-01,7.0,76.0,49.9,515.0,5,0,26.1,34.34
882,2022-08-01,2565.0,65.0,59.47,200.0,13,1,5.53,8.51
637,2022-08-01,21.0,45.0,16.89,4150.5,2,0,28.11,62.48
T175,2022-08-01,28.0,6.0,17.26,200.0,7,1,11.26,187.73
881,2022-08-01,1.0,24.0,8.14,2625.0,1,0,15.86,66.08
881,2022-08-01,24.0,2.0,7.72,2576.47,17,1,5.72,286.12
T177,2022-08-01,93.0,47.0,33.72,208.57,35,1,13.28,28.24
T184,2022-08-01,16.0,9.0,12.09,700.0,2,1,3.09,34.28
635,2022-08-01,20.0,36.0,26.82,2900.0,1,0,9.18,25.51
602,2022-08-01,20.0,1.0,10.66,1758.25,4,1,9.66,965.98
862,2022-08-01,4.0,2.0,10.1,1000.0,2,0,8.1,405.01
637,2022-08-01,45.0,2.0,8.33,7457.14,7,0,6.33,316.43
905,2022-08-01,9.0,3.0,12.09,29500.0,6,0,9.09,303.0
T134,2022-08-01,8.0,58.0,41.6,225.0,1,1,16.4,28.27
905,2022-08-01,182.0,9.0,11.68,18950.33,12,1,2.68,29.74
638,2022-08-01,67.0,4.0,15.09,6300.0,35,1,11.09,277.34
638,2022-08-01,1.0,67.0,32.73,6000.0,1,0,34.27,51.15
596,2022-08-01,2.0,2.0,10.23,7400.0,2,0,8.23,411.48
904,2022-08-01,3.0,3.0,8.78,34133.33,3,0,5.78,192.81
T284,2022-08-01,52.0,10.0,14.6,400.0,18,1,4.6,46.0
T284,2022-08-01,16.0,52.0,31.28,448.0,5,1,20.72,39.84
T134,2022-08-01,58.0,11.0,10.52,200.0,6,1,0.48,4.32
598,2022-08-01,1.0,14.0,9.58,14000.0,1,0,4.42,31.54
904,2022-08-01,17.0,3.0,9.88,9200.6,5,0,6.88,229.24
857,2022-08-01,12.0,17.0,16.35,3100.0,5,0,0.65,3.8
857,2022-08-01,17.0,14.0,14.13,3206.25,8,0,0.13,0.9
603,2022-08-01,20.0,3.0,10.35,9000.0,20,0,7.35,245.11
T283,2022-08-01,199.0,57.0,45.4,303.7,54,1,11.6,20.35
603,2022-08-01,1.0,20.0,19.01,8500.0,1,0,0.99,4.93
T281,2022-08-01,8.0,2.0,14.82,600.0,4,0,12.82,640.93
631,2022-08-01,102.0,56.0,46.87,1100.0,31,1,9.13,16.3
T6522,2022-08-01,6.0,11.0,12.68,500.0,6,0,1.68,15.25
584,2022-08-01,23.0,41.0,29.41,15980.14,7,0,11.59,28.27
586,2022-08-01,4.0,67.0,18.28,18000.0,2,0,48.72,72.71
655,2022-08-01,7.0,1.0,9.51,4200.0,2,0,8.51,850.66
616,2022-08-01,14.0,1.0,7.34,6900.0,14,0,6.34,634.47
931,2022-08-01,154.0,61.0,53.21,65338.35,129,2,7.79,12.77
635,2022-08-01,36.0,2.0,10.16,12700.0,22,0,8.16,408.11
629,2022-08-01,227.0,62.0,41.72,2181.07,14,1,20.28,32.7
T6556,2022-08-01,54.0,6.0,12.3,1500.0,9,1,6.3,104.94
655,2022-08-01,2.0,7.0,10.59,4200.0,2,0,3.59,51.29
586,2022-08-01,67.0,1.0,7.38,11726.4,5,1,6.38,638.26
617,2022-08-01,6.0,2.0,9.31,5366.67,6,0,7.31,365.38
988,2022-08-01,2.0,3.0,8.9,164850.0,1,0,5.9,196.5
715,2022-08-01,3.0,51.0,32.7,820.0,2,0,18.3,35.88
988,2022-08-01,3.0,18.0,9.27,189000.0,2,0,8.73,48.5
615,2022-08-01,3.0,1.0,8.41,5866.67,3,0,7.41,741.14
929,2022-08-01,188.0,44.0,32.08,130324.23,103,1,11.92,27.09
719,2022-08-01,50.0,41.0,10.96,800.0,1,1,30.04,73.28
615,2022-08-01,1.0,3.0,8.8,5500.0,1,0,5.8,193.37
658,2022-08-01,132.0,17.0,19.43,3116.25,40,1,2.43,14.29
978,2022-08-01,10.0,8.0,8.83,172457.21,3,0,0.83,10.34
T6537,2022-08-01,10.0,16.0,11.08,1100.0,10,0,4.92,30.75
T7129,2022-08-01,9.0,9.0,17.03,2500.0,3,0,8.03,89.19
584,2022-08-01,41.0,18.0,16.67,17000.0,19,0,1.33,7.41
T7161,2022-08-01,8.0,28.0,32.51,100.0,4,1,4.51,16.12
936,2022-08-01,60.0,12.0,22.64,60764.57,46,0,10.64,88.63
708,2022-08-01,6.0,30.0,14.82,1850.0,2,0,15.18,50.59
618,2022-08-01,1.0,6.0,9.76,2300.0,1,0,3.76,62.63
936,2022-08-01,20.0,60.0,54.14,61263.16,18,0,5.86,9.76
T7129,2022-08-01,9.0,54.0,15.66,2600.0,5,0,38.34,71.01
935,2022-08-01,3.0,1.0,9.72,12000.0,3,0,8.72,872.22
659,2022-08-01,255.0,65.0,32.83,2572.78,15,1,32.17,49.49
709,2022-08-01,6.0,32.0,14.1,1562.5,4,0,17.9,55.94
585,2022-08-01,11.0,12.0,11.05,7667.33,3,0,0.95,7.95
585,2022-08-01,12.0,5.0,10.48,27333.33,12,0,5.48,109.65
T7120,2022-08-01,5.0,12.0,15.45,2100.0,1,0,3.45,28.77
978,2022-08-01,3.0,10.0,9.73,166000.0,3,0,0.27,2.71
710,2022-08-01,9.0,12.0,11.54,1525.0,6,0,0.46,3.85
934,2022-08-01,4.0,2.0,16.53,12500.0,2,0,14.53,726.64
919,2022-08-01,5.0,2.0,8.12,2580.0,5,0,6.12,306.22
992,2022-08-01,1.0,9.0,8.78,126500.0,1,0,0.22,2.39
